# inviscid TG N=512 — t  delta  (from NS_DELTAONLY=1 loader; resolved wall ≈ t=5.2)
3.00 0.0799
3.50 0.0666
4.00 0.0494
4.50 0.0407
5.00 0.0368
5.50 0.0316
6.00 0.0265
6.50 0.0193
