# inviscid TG N=256 — t  delta  (from NS_DELTAONLY=1 loader; resolved wall ≈ t=5.9)
3.00 0.1387
3.50 0.1151
4.00 0.0917
4.50 0.0781
5.00 0.0697
5.50 0.0627
6.00 0.0544
6.50 0.0476
